geom_id,current_year,policy_scenario,income_v,age_v,dep_v,literacy_v,sanitation_v,drinking_water_v,solid_waste_v,hygiene_v,congestion_v,wall_material_v,roof_material_v,toilet_facility_v,disease_risk,policy_reduction,infection_probability,pre_existing_cases,incident_cases_baseline,incident_cases_flood,flood_aggravated_pre_existing_cases,incident_cases,flood_driven_cases,total_disease_events,active_cases,recovered_cases,cumulative_incident_cases,cumulative_disease_events,cumulative_flood_burden,ead_total,ead_baseline,ead_climate_change,exposed_population_fraction,vuln_exposure_fraction
PAKr102_floodplain,2012,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5807314515113831,0.2626595795154571,0.6440693140029907,0.6559176445007324,0.8350001573562622,0.2889999747276306,0.2949999868869781,0.4028831124305725,0.4784397482872009,0.0,0.0382751785218715,36290,4640,0,0,4640,0,4640,22768,18162,116146,118024,48859,888900393.5134277,874000000.0,14900393.513427734,0.0,0.0
PAKr102_floodplain,2013,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5657314658164978,0.2506595849990845,0.6340692639350891,0.6409176588058472,0.8340002298355103,0.2869999706745147,0.2929999530315399,0.3928830921649933,0.4722897708415985,0.0,0.037783183157444,22768,5100,0,0,5100,0,5100,16565,11303,121246,123124,48859,890169959.638916,874000000.0,16169959.638916016,0.0,0.0
PAKr102_floodplain,2014,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5507315397262573,0.2386595904827118,0.6240692734718323,0.6259176731109619,0.8330002427101135,0.2849999368190765,0.2909999489784241,0.3828831017017364,0.4661397933959961,0.0,0.0372911803424358,16565,5266,0,0,5266,0,5266,13605,8226,126512,128390,48859,891179956.1452637,874000000.0,17179956.145263672,0.0,0.0
PAKr102_floodplain,2016,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5920647978782654,0.2693543136119842,0.643718421459198,0.661321222782135,0.8320001363754272,0.2829999625682831,0.2889999747276306,0.4084619879722595,0.480210542678833,0.0,0.1239554286003112,13605,5760,12524,345,18284,12869,18629,27027,4862,144796,147019,61728,592369136.7867432,874000000.0,0.0,0.5845951686737794,0.6712313331099796
PAKr102_floodplain,2017,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5770648717880249,0.2573543190956116,0.6337183117866516,0.646321177482605,0.8310001492500305,0.2809999287128448,0.2869999706745147,0.3984620571136474,0.4740604758262634,0.0,0.037924837321043,27027,5016,0,0,5016,0,5016,18694,13349,149812,152035,61728,613838053.755127,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2018,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5620647668838501,0.2453542798757553,0.6237184405326843,0.6313211917877197,0.8300002813339233,0.278999924659729,0.2849999368190765,0.3884620368480682,0.467910498380661,0.0,0.0374328419566154,18694,5246,0,0,5246,0,5246,14593,9347,155058,157281,61728,636124959.9696045,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2019,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5470648407936096,0.233354315161705,0.6137183904647827,0.6163212060928345,0.8290003538131714,0.2769999206066131,0.2829999625682831,0.378462016582489,0.4617604315280914,0.0,0.0369408391416072,14593,5505,0,0,5505,0,5505,12838,7260,160563,162786,61728,659070768.5163574,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2020,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5320648550987244,0.2213543355464935,0.6037184596061707,0.6013212203979492,0.8280001282691956,0.2749998867511749,0.2809999287128448,0.3684620559215545,0.4556105136871338,0.0,0.0364488437771797,12838,5470,0,0,5470,0,5470,11913,6395,166033,168256,61728,681725917.0838623,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2021,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5189290046691895,0.2144371122121811,0.594699501991272,0.5879891514778137,0.8270001411437988,0.2729999125003814,0.278999924659729,0.3596393764019012,0.4504966139793396,0.0,0.0361416265368461,11913,5380,12,1,5392,13,5393,11355,5950,171425,173649,61741,707553433.1026611,874000000.0,0.0,0.02101870929276,0.0239249356417783
PAKr102_floodplain,2022,no_policy,0.3131000101566314,0.2873000204563141,0.7779999375343323,0.5459509491920471,0.5697991847991943,0.2560297548770904,0.6193680763244629,0.6319255828857422,0.826000452041626,0.2709999084472656,0.2769999206066131,0.391241580247879,0.468357503414154,0.0,0.1493297070264816,11355,5461,16808,398,22269,17206,22667,29777,3847,193694,196316,78947,734029518.0111084,874000000.0,0.0,0.69051218900654,0.7767442750485453
