geom_id,current_year,policy_scenario,income_v,age_v,dep_v,literacy_v,sanitation_v,drinking_water_v,solid_waste_v,hygiene_v,congestion_v,wall_material_v,roof_material_v,toilet_facility_v,disease_risk,policy_reduction,infection_probability,pre_existing_cases,incident_cases_baseline,incident_cases_flood,flood_aggravated_pre_existing_cases,incident_cases,flood_driven_cases,total_disease_events,active_cases,recovered_cases,cumulative_incident_cases,cumulative_disease_events,cumulative_flood_burden,ead_total,ead_baseline,ead_climate_change,exposed_population_fraction,vuln_exposure_fraction
PAKr102_floodplain,2000,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7849999070167542,0.5979999899864197,0.8500000834465027,0.4950000047683716,0.7740001082420349,0.4059999287128448,0.4729999899864197,0.4150000214576721,0.5671141147613525,0.0,0.0453691333532333,0,7202,0,0,7202,0,7202,7202,0,7202,7202,0,874424680.730957,874000000.0,424680.7309570313,0.0,0.0
PAKr102_floodplain,2001,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7700000405311584,0.5860000252723694,0.8400000929832458,0.4799999892711639,0.7729999423027039,0.4040000140666961,0.4709999859333038,0.4050000309944153,0.5609639883041382,0.0,0.0448771230876445,7202,6905,0,0,6905,0,6905,10515,3592,14107,14107,0,875658626.9919434,874000000.0,1658626.9919433594,0.0,0.0
PAKr102_floodplain,2002,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7549999952316284,0.5739999413490295,0.8300000429153442,0.4650001227855682,0.7719998955726624,0.4019999802112579,0.468999981880188,0.395000010728836,0.5548141002655029,0.0,0.0443851239979267,10515,6684,0,0,6684,0,6684,11956,5243,20791,20791,0,876960528.8798828,874000000.0,2960528.8798828125,0.0,0.0
PAKr102_floodplain,2003,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7926115989685059,0.6018738746643066,0.8476902842521667,0.4970734715461731,0.7709999680519104,0.4000000059604645,0.4669999778270721,0.4182283580303192,0.5675488710403442,0.0,0.04986023157835,11956,6784,661,254,7445,915,7699,14752,4649,28236,28490,915,878171696.7226562,874000000.0,4171696.72265625,0.5447076359381787,0.5685909088510049
PAKr102_floodplain,2004,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7776115536689758,0.5898738503456116,0.8376902937889099,0.4820735156536102,0.7700000405311584,0.3979999721050262,0.4649999737739563,0.4082283675670624,0.5613988041877747,0.0,0.044911902397871,14752,6595,0,0,6595,0,6595,14005,7342,34831,35085,915,879311327.8391113,874000000.0,5311327.839111328,0.0,0.0
PAKr102_floodplain,2005,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7626116275787354,0.5778738856315613,0.8276903629302979,0.4670735001564026,0.7690000534057617,0.3959999084472656,0.4629999101161957,0.3982284069061279,0.5552487969398499,0.0,0.0444199070334434,14005,6453,0,0,6453,0,6453,13481,6977,41284,41538,915,880437380.2155762,874000000.0,6437380.215576172,0.0,0.0
PAKr102_floodplain,2006,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7476115822792053,0.5658738613128662,0.817690372467041,0.4520735442638397,0.7680000066757202,0.3940000236034393,0.4610000252723694,0.3882283568382263,0.549098789691925,0.0,0.0439279079437255,13481,6504,0,0,6504,0,6504,13258,6727,47788,48042,915,881948907.2180176,874000000.0,7948907.218017578,0.0,0.0
PAKr102_floodplain,2007,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7891252636909485,0.5967053771018982,0.8374344110488892,0.4876384139060974,0.767000138759613,0.3919999599456787,0.4589999318122864,0.4139212667942047,0.563234269618988,0.0,0.0502528510987758,13258,6571,744,304,7315,1048,7619,15592,4981,55103,55661,1963,883036746.8146973,874000000.0,9036746.814697266,0.5867082669728664,0.6229971588155379
PAKr102_floodplain,2008,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7741252183914185,0.5847052335739136,0.8274344205856323,0.4726383984088897,0.7660002112388611,0.3899999260902405,0.4569999575614929,0.4039212763309479,0.5570842623710632,0.0,0.0445667430758476,15592,6298,0,0,6298,0,6298,14090,7800,61401,61959,1963,884608806.076416,874000000.0,10608806.076416016,0.0,0.0
PAKr102_floodplain,2009,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.759125292301178,0.5727052092552185,0.8174343705177307,0.4576384723186493,0.7650001645088196,0.3880000114440918,0.4549999535083771,0.393921285867691,0.5509342551231384,0.0,0.0440747439861297,14090,6451,0,0,6451,0,6451,13409,7132,67852,68410,1963,886152951.3803711,874000000.0,12152951.380371094,0.0,0.0
PAKr102_floodplain,2010,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.8100959062576294,0.6107039451599121,0.8421558141708374,0.5016647577285767,0.7639999985694885,0.3859999477863312,0.4530000686645508,0.4255869686603546,0.5684642791748047,0.0,0.0518183559179306,13409,6629,950,499,7579,1449,8078,16207,4781,75431,76488,3412,887019464.5649414,874000000.0,13019464.564941406,0.6913495522080774,0.7281729897100678
PAKr102_floodplain,2011,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.8557531833648682,0.6446757912635803,0.8640806674957275,0.540937066078186,0.7630001306533813,0.3839999139308929,0.4509999752044678,0.4538967609405517,0.5840870141983032,0.0,0.052955288439989,16207,6682,843,584,7525,1427,8109,18009,5723,82956,84597,4839,888087617.7966309,874000000.0,14087617.79663086,0.633291850195378,0.687563692033632
PAKr102_floodplain,2012,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.8407531976699829,0.63267582654953,0.8540807366371155,0.5259371399879456,0.7620002031326294,0.3819999694824219,0.4489999711513519,0.4438968598842621,0.5779370069503784,0.0,0.0462349615991115,18009,6568,0,0,6568,0,6568,15579,8998,89524,91165,4839,889372308.6608887,874000000.0,15372308.660888672,0.0,0.0
PAKr102_floodplain,2013,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.8257532715797424,0.620675802230835,0.8440806865692139,0.5109370946884155,0.7610000967979431,0.3799999058246612,0.4469999670982361,0.4338968098163605,0.5717870593070984,0.0,0.0457429625093936,15579,6539,0,0,6539,0,6539,14353,7765,96063,97704,4839,890642860.8759766,874000000.0,16642860.875976562,0.0,0.0
PAKr102_floodplain,2014,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.8107531666755676,0.6086757779121399,0.8340808749198914,0.4959370791912079,0.7600002288818359,0.3779999613761902,0.4449998736381531,0.423896849155426,0.5656370520591736,0.0,0.0452509634196758,14353,6547,0,0,6547,0,6547,13745,7155,102610,104251,4839,891653208.2797852,874000000.0,17653208.279785156,0.0,0.0
PAKr102_floodplain,2016,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.8327309489250183,0.6393914222717285,0.853744387626648,0.5313652753829956,0.7590002417564392,0.3759999573230743,0.4429998993873596,0.449493259191513,0.5777792930603027,0.0,0.0520245395600795,13745,6886,882,423,7768,1305,8191,16480,5033,110378,112442,6144,592562368.9450684,874000000.0,0.0,0.5849842199482284,0.6569295951639562
PAKr102_floodplain,2017,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.8177309632301331,0.6273914575576782,0.8437443971633911,0.5163652896881104,0.7580003142356873,0.3739998638629913,0.4409998953342438,0.4394932389259338,0.5716292858123779,0.0,0.0457303486764431,16480,6620,0,0,6620,0,6620,14851,8249,116998,119062,6144,614041004.4602051,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2018,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.802730917930603,0.6153914332389832,0.833744466304779,0.5013653635978699,0.757000207901001,0.3719999492168426,0.4389999508857727,0.4294932186603546,0.5654793381690979,0.0,0.0452383495867252,14851,6703,0,0,6703,0,6703,14150,7404,123701,125765,6144,636337802.6950684,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2019,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7877309322357178,0.6033914089202881,0.8237443566322327,0.4863653481006622,0.7560001015663147,0.369999885559082,0.4369998574256897,0.4194932579994201,0.5593293905258179,0.0,0.044746346771717,14150,6530,0,0,6530,0,6530,13590,7090,130231,132295,6144,659297052.8748779,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2020,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7727309465408325,0.591391384601593,0.8137444853782654,0.471365362405777,0.755000114440918,0.3679999411106109,0.4349998533725738,0.4094932079315185,0.5531793236732483,0.0,0.0442543439567089,13590,6651,0,0,6651,0,6651,13488,6753,136882,138946,6144,681960014.7017822,874000000.0,0.0,0.0,0.0
PAKr102_floodplain,2021,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7592337727546692,0.5808340311050415,0.8047462105751038,0.4580684304237366,0.754000186920166,0.3659999370574951,0.4329999387264251,0.4006954729557037,0.5476725101470947,0.0,0.0438286513090133,13488,6577,1,0,6578,1,6578,13426,6640,143460,145524,6145,707800329.5253906,874000000.0,0.0,0.0215053943422802,0.0235345666709922
PAKr102_floodplain,2022,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7781286835670471,0.5941283106803894,0.8140234351158142,0.4742989838123321,0.7530003190040588,0.3639998435974121,0.4309999346733093,0.4138279259204864,0.2999566197395324,0.4200176298618316,0.0259926468133926,13426,3634,320,99,3954,419,4053,11616,5764,147414,149577,6564,734285000.5168457,874000000.0,0.0,0.6905201684209822,0.5801002577515736
PAKr102_floodplain,2023,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7729195952415466,0.6045929789543152,0.8210369944572449,0.4871105253696441,0.7520002722740173,0.3619999289512634,0.4289998412132263,0.4244846403598785,0.3017989993095398,0.4117357432842254,0.0258127432316541,11616,3666,234,55,3900,289,3955,10248,5268,151314,153532,6853,761246829.6943359,874000000.0,0.0,0.6295022944053,0.5025806710849416
PAKr102_floodplain,2024,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7636663317680359,0.6131223440170288,0.8264389634132385,0.4975834786891937,0.7510003447532654,0.3599998950958252,0.4269998371601105,0.433447778224945,0.3025024533271789,0.4054266810417175,0.025634866207838,10248,3663,222,35,3885,257,3920,9476,4657,155199,157452,7110,787775407.8994141,874000000.0,0.0,0.5861400009875609,0.4484132491725616
PAKr102_floodplain,2025,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.740149199962616,0.5940878987312317,0.8117422461509705,0.4747502505779266,0.7500003576278687,0.3579998314380646,0.4249999523162842,0.4182927310466766,0.4881860017776489,0.1025864854454994,0.0390566252171993,9476,5842,0,0,5842,0,5842,10014,5304,161041,163294,7110,815151395.6914062,874000000.0,0.0,0.0215941074416062,0.0083774366144138
PAKr102_floodplain,2026,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.7166319489479065,0.5750535130500793,0.7970439791679382,0.4519171118736267,0.7490003108978271,0.3559998869895935,0.4229998886585235,0.4031376540660858,0.4810216426849365,0.09995948523283,0.0384833626449108,10014,5858,0,0,5858,0,5858,10348,5524,166899,169152,7110,849322209.0473633,874000000.0,0.0,0.0215941074416062,0.0082018091555815
PAKr102_floodplain,2027,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.6926320791244507,0.5550535321235657,0.7820440530776978,0.4279170334339142,0.7480002045631409,0.3539998829364776,0.4209999442100525,0.3871376514434814,0.4817623198032379,0.0853435322642326,0.038540992885828,10348,5864,0,0,5864,0,5864,10518,5694,172763,175016,7110,883906797.128418,874000000.0,9906797.128417969,0.0,0.0
PAKr102_floodplain,2028,enhanced_wash,0.4070000350475311,0.3039999604225158,0.8379999995231628,0.5462007522583008,0.6696577668190002,0.5360615849494934,0.7676784992218018,0.4051351547241211,0.7470002770423889,0.3519998490810394,0.4189998805522918,0.3720197081565857,0.4664966464042663,0.0946836546063423,0.0373216047883033,10518,5588,0,0,5588,0,5588,10338,5768,178351,180604,7110,919427012.3181152,874000000.0,45427012.318115234,0.0225247580684982,0.008798439807613
